time;r_1_1;r_1_2;r_1_3;r_2_1;r_2_2;r_2_3;r_3_1;r_3_2;r_3_3;r_4_1;r_4_2;r_4_3
6.6999959945678711e+00;-2.1025063991546631e+00;1.0858997106552124e+00;0.0000000000000000e+00;-1.0858995914459229e+00;-2.1025063991546631e+00;0.0000000000000000e+00;2.1025063991546631e+00;-1.0858997106552124e+00;0.0000000000000000e+00;1.0858995914459229e+00;2.1025063991546631e+00;0.0000000000000000e+00;
6.7999958992004395e+00;-2.1306002140045166e+00;1.0576579570770264e+00;0.0000000000000000e+00;-1.0576578378677368e+00;-2.1306002140045166e+00;0.0000000000000000e+00;2.1306002140045166e+00;-1.0576579570770264e+00;0.0000000000000000e+00;1.0576578378677368e+00;2.1306002140045166e+00;0.0000000000000000e+00;
6.8999958038330078e+00;-2.1578037738800049e+00;1.0289744138717651e+00;0.0000000000000000e+00;-1.0289742946624756e+00;-2.1578037738800049e+00;0.0000000000000000e+00;2.1578037738800049e+00;-1.0289744138717651e+00;0.0000000000000000e+00;1.0289741754531860e+00;2.1578037738800049e+00;0.0000000000000000e+00;
6.9999957084655762e+00;-2.1841189861297607e+00;9.9986732006072998e-01;0.0000000000000000e+00;-9.9986720085144043e-01;-2.1841189861297607e+00;0.0000000000000000e+00;2.1841189861297607e+00;-9.9986732006072998e-01;0.0000000000000000e+00;9.9986708164215088e-01;2.1841189861297607e+00;0.0000000000000000e+00;
7.0999956130981445e+00;-2.2095479965209961e+00;9.7035455703735352e-01;0.0000000000000000e+00;-9.7035443782806396e-01;-2.2095479965209961e+00;0.0000000000000000e+00;2.2095479965209961e+00;-9.7035455703735352e-01;0.0000000000000000e+00;9.7035431861877441e-01;2.2095479965209961e+00;0.0000000000000000e+00;
7.1999955177307129e+00;-2.2340929508209229e+00;9.4045358896255493e-01;0.0000000000000000e+00;-9.4045346975326538e-01;-2.2340929508209229e+00;0.0000000000000000e+00;2.2340929508209229e+00;-9.4045358896255493e-01;0.0000000000000000e+00;9.4045335054397583e-01;2.2340929508209229e+00;0.0000000000000000e+00;
7.2999954223632812e+00;-2.2577557563781738e+00;9.1018128395080566e-01;0.0000000000000000e+00;-9.1018116474151611e-01;-2.2577557563781738e+00;0.0000000000000000e+00;2.2577557563781738e+00;-9.1018128395080566e-01;0.0000000000000000e+00;9.1018104553222656e-01;2.2577557563781738e+00;0.0000000000000000e+00;
7.3999953269958496e+00;-2.2805383205413818e+00;8.7955421209335327e-01;0.0000000000000000e+00;-8.7955409288406372e-01;-2.2805383205413818e+00;0.0000000000000000e+00;2.2805383205413818e+00;-8.7955421209335327e-01;0.0000000000000000e+00;8.7955397367477417e-01;2.2805383205413818e+00;0.0000000000000000e+00;
7.4999952316284180e+00;-2.3024425506591797e+00;8.4858846664428711e-01;0.0000000000000000e+00;-8.4858834743499756e-01;-2.3024425506591797e+00;0.0000000000000000e+00;2.3024425506591797e+00;-8.4858846664428711e-01;0.0000000000000000e+00;8.4858822822570801e-01;2.3024425506591797e+00;0.0000000000000000e+00;
7.5999951362609863e+00;-2.3234703540802002e+00;8.1729978322982788e-01;0.0000000000000000e+00;-8.1729966402053833e-01;-2.3234703540802002e+00;0.0000000000000000e+00;2.3234703540802002e+00;-8.1729978322982788e-01;0.0000000000000000e+00;8.1729954481124878e-01;2.3234703540802002e+00;0.0000000000000000e+00;
7.6999950408935547e+00;-2.3436236381530762e+00;7.8570353984832764e-01;0.0000000000000000e+00;-7.8570342063903809e-01;-2.3436236381530762e+00;0.0000000000000000e+00;2.3436236381530762e+00;-7.8570353984832764e-01;0.0000000000000000e+00;7.8570330142974854e-01;2.3436236381530762e+00;0.0000000000000000e+00;
7.7999949455261230e+00;-2.3629043102264404e+00;7.5381475687026978e-01;0.0000000000000000e+00;-7.5381463766098022e-01;-2.3629043102264404e+00;0.0000000000000000e+00;2.3629043102264404e+00;-7.5381475687026978e-01;0.0000000000000000e+00;7.5381451845169067e-01;2.3629043102264404e+00;0.0000000000000000e+00;
7.8999948501586914e+00;-2.3813140392303467e+00;7.2164815664291382e-01;0.0000000000000000e+00;-7.2164803743362427e-01;-2.3813140392303467e+00;0.0000000000000000e+00;2.3813140392303467e+00;-7.2164815664291382e-01;0.0000000000000000e+00;7.2164791822433472e-01;2.3813140392303467e+00;0.0000000000000000e+00;
7.9999947547912598e+00;-2.3988544940948486e+00;6.8921810388565063e-01;0.0000000000000000e+00;-6.8921798467636108e-01;-2.3988544940948486e+00;0.0000000000000000e+00;2.3988544940948486e+00;-6.8921810388565063e-01;0.0000000000000000e+00;6.8921786546707153e-01;2.3988544940948486e+00;0.0000000000000000e+00;
8.0999946594238281e+00;-2.4155271053314209e+00;6.5653884410858154e-01;0.0000000000000000e+00;-6.5653872489929199e-01;-2.4155271053314209e+00;0.0000000000000000e+00;2.4155271053314209e+00;-6.5653884410858154e-01;0.0000000000000000e+00;6.5653854608535767e-01;2.4155271053314209e+00;0.0000000000000000e+00;
8.1999950408935547e+00;-2.4313337802886963e+00;6.2362414598464966e-01;0.0000000000000000e+00;-6.2362402677536011e-01;-2.4313337802886963e+00;0.0000000000000000e+00;2.4313337802886963e+00;-6.2362414598464966e-01;0.0000000000000000e+00;6.2362384796142578e-01;2.4313337802886963e+00;0.0000000000000000e+00;
8.2999954223632812e+00;-2.4462757110595703e+00;5.9048771858215332e-01;0.0000000000000000e+00;-5.9048759937286377e-01;-2.4462757110595703e+00;0.0000000000000000e+00;2.4462757110595703e+00;-5.9048771858215332e-01;0.0000000000000000e+00;5.9048742055892944e-01;2.4462757110595703e+00;0.0000000000000000e+00;
8.3999958038330078e+00;-2.4603543281555176e+00;5.5714297294616699e-01;0.0000000000000000e+00;-5.5714285373687744e-01;-2.4603543281555176e+00;0.0000000000000000e+00;2.4603543281555176e+00;-5.5714297294616699e-01;0.0000000000000000e+00;5.5714267492294312e-01;2.4603543281555176e+00;0.0000000000000000e+00;
8.4999961853027344e+00;-2.4735710620880127e+00;5.2360302209854126e-01;0.0000000000000000e+00;-5.2360290288925171e-01;-2.4735710620880127e+00;0.0000000000000000e+00;2.4735710620880127e+00;-5.2360302209854126e-01;0.0000000000000000e+00;5.2360272407531738e-01;2.4735710620880127e+00;0.0000000000000000e+00;
8.5999965667724609e+00;-2.4859271049499512e+00;4.8988094925880432e-01;0.0000000000000000e+00;-4.8988083004951477e-01;-2.4859271049499512e+00;0.0000000000000000e+00;2.4859271049499512e+00;-4.8988094925880432e-01;0.0000000000000000e+00;4.8988065123558044e-01;2.4859271049499512e+00;0.0000000000000000e+00;
8.6999969482421875e+00;-2.4974236488342285e+00;4.5598950982093811e-01;0.0000000000000000e+00;-4.5598939061164856e-01;-2.4974236488342285e+00;0.0000000000000000e+00;2.4974236488342285e+00;-4.5598950982093811e-01;0.0000000000000000e+00;4.5598921179771423e-01;2.4974236488342285e+00;0.0000000000000000e+00;
8.7999973297119141e+00;-2.5080618858337402e+00;4.2194136977195740e-01;0.0000000000000000e+00;-4.2194125056266785e-01;-2.5080618858337402e+00;0.0000000000000000e+00;2.5080618858337402e+00;-4.2194136977195740e-01;0.0000000000000000e+00;4.2194107174873352e-01;2.5080618858337402e+00;0.0000000000000000e+00;
8.8999977111816406e+00;-2.5178427696228027e+00;3.8774898648262024e-01;0.0000000000000000e+00;-3.8774886727333069e-01;-2.5178427696228027e+00;0.0000000000000000e+00;2.5178427696228027e+00;-3.8774898648262024e-01;0.0000000000000000e+00;3.8774868845939636e-01;2.5178427696228027e+00;0.0000000000000000e+00;
8.9999980926513672e+00;-2.5267672538757324e+00;3.5342472791671753e-01;0.0000000000000000e+00;-3.5342460870742798e-01;-2.5267672538757324e+00;0.0000000000000000e+00;2.5267672538757324e+00;-3.5342472791671753e-01;0.0000000000000000e+00;3.5342442989349365e-01;2.5267672538757324e+00;0.0000000000000000e+00;
9.0999984741210938e+00;-2.5348360538482666e+00;3.1898081302642822e-01;0.0000000000000000e+00;-3.1898069381713867e-01;-2.5348360538482666e+00;0.0000000000000000e+00;2.5348360538482666e+00;-3.1898081302642822e-01;0.0000000000000000e+00;3.1898051500320435e-01;2.5348360538482666e+00;0.0000000000000000e+00;
9.1999988555908203e+00;-2.5420498847961426e+00;2.8442934155464172e-01;0.0000000000000000e+00;-2.8442922234535217e-01;-2.5420498847961426e+00;0.0000000000000000e+00;2.5420498847961426e+00;-2.8442934155464172e-01;0.0000000000000000e+00;2.8442904353141785e-01;2.5420498847961426e+00;0.0000000000000000e+00;
9.2999992370605469e+00;-2.5484097003936768e+00;2.4978229403495789e-01;0.0000000000000000e+00;-2.4978217482566833e-01;-2.5484097003936768e+00;0.0000000000000000e+00;2.5484097003936768e+00;-2.4978229403495789e-01;0.0000000000000000e+00;2.4978199601173401e-01;2.5484097003936768e+00;0.0000000000000000e+00;
9.3999996185302734e+00;-2.5539157390594482e+00;2.1505159139633179e-01;0.0000000000000000e+00;-2.1505147218704224e-01;-2.5539157390594482e+00;0.0000000000000000e+00;2.5539157390594482e+00;-2.1505159139633179e-01;0.0000000000000000e+00;2.1505129337310791e-01;2.5539157390594482e+00;0.0000000000000000e+00;
9.5000000000000000e+00;-2.5585687160491943e+00;1.8024905025959015e-01;0.0000000000000000e+00;-1.8024893105030060e-01;-2.5585687160491943e+00;0.0000000000000000e+00;2.5585687160491943e+00;-1.8024905025959015e-01;0.0000000000000000e+00;1.8024875223636627e-01;2.5585687160491943e+00;0.0000000000000000e+00;
9.6000003814697266e+00;-2.5623688697814941e+00;1.4538644254207611e-01;0.0000000000000000e+00;-1.4538632333278656e-01;-2.5623688697814941e+00;0.0000000000000000e+00;2.5623688697814941e+00;-1.4538644254207611e-01;0.0000000000000000e+00;1.4538614451885223e-01;2.5623688697814941e+00;0.0000000000000000e+00;
9.7000007629394531e+00;-2.5653166770935059e+00;1.1047548055648804e-01;0.0000000000000000e+00;-1.1047536134719849e-01;-2.5653166770935059e+00;0.0000000000000000e+00;2.5653166770935059e+00;-1.1047548055648804e-01;0.0000000000000000e+00;1.1047518253326416e-01;2.5653166770935059e+00;0.0000000000000000e+00;
9.8000011444091797e+00;-2.5674121379852295e+00;7.5527817010879517e-02;0.0000000000000000e+00;-7.5527697801589966e-02;-2.5674121379852295e+00;0.0000000000000000e+00;2.5674121379852295e+00;-7.5527817010879517e-02;0.0000000000000000e+00;7.5527518987655640e-02;2.5674121379852295e+00;0.0000000000000000e+00;
9.9000015258789062e+00;-2.5686557292938232e+00;4.0555093437433243e-02;0.0000000000000000e+00;-4.0554974228143692e-02;-2.5686557292938232e+00;0.0000000000000000e+00;2.5686554908752441e+00;-4.0555093437433243e-02;0.0000000000000000e+00;4.0554791688919067e-02;2.5686557292938232e+00;0.0000000000000000e+00;
1.0000001907348633e+01;-2.5690472126007080e+00;5.5689187720417976e-03;0.0000000000000000e+00;-5.5687995627522469e-03;-2.5690472126007080e+00;0.0000000000000000e+00;2.5690469741821289e+00;-5.5689187720417976e-03;0.0000000000000000e+00;5.5686142295598984e-03;2.5690472126007080e+00;0.0000000000000000e+00;
1.0100002288818359e+01;-2.5685865879058838e+00;-2.9419103637337685e-02;0.0000000000000000e+00;2.9419222846627235e-02;-2.5685865879058838e+00;0.0000000000000000e+00;2.5685863494873047e+00;2.9419103637337685e-02;0.0000000000000000e+00;-2.9419410973787308e-02;2.5685865879058838e+00;0.0000000000000000e+00;
1.0200002670288086e+01;-2.5672736167907715e+00;-6.4397364854812622e-02;0.0000000000000000e+00;6.4397484064102173e-02;-2.5672736167907715e+00;0.0000000000000000e+00;2.5672733783721924e+00;6.4397364854812622e-02;0.0000000000000000e+00;-6.4397677779197693e-02;2.5672736167907715e+00;0.0000000000000000e+00;
1.0300003051757812e+01;-2.5651082992553711e+00;-9.9354244768619537e-02;0.0000000000000000e+00;9.9354363977909088e-02;-2.5651082992553711e+00;0.0000000000000000e+00;2.5651080608367920e+00;9.9354244768619537e-02;0.0000000000000000e+00;-9.9354565143585205e-02;2.5651082992553711e+00;0.0000000000000000e+00;
1.0400003433227539e+01;-2.5620901584625244e+00;-1.3427810370922089e-01;0.0000000000000000e+00;1.3427822291851044e-01;-2.5620901584625244e+00;0.0000000000000000e+00;2.5620899200439453e+00;1.3427810370922089e-01;0.0000000000000000e+00;-1.3427841663360596e-01;2.5620901584625244e+00;0.0000000000000000e+00;
1.0500003814697266e+01;-2.5582187175750732e+00;-1.6915725171566010e-01;0.0000000000000000e+00;1.6915737092494965e-01;-2.5582187175750732e+00;0.0000000000000000e+00;2.5582184791564941e+00;1.6915725171566010e-01;0.0000000000000000e+00;-1.6915756464004517e-01;2.5582187175750732e+00;0.0000000000000000e+00;
1.0600004196166992e+01;-2.5534934997558594e+00;-2.0397995412349701e-01;0.0000000000000000e+00;2.0398007333278656e-01;-2.5534934997558594e+00;0.0000000000000000e+00;2.5534932613372803e+00;2.0397995412349701e-01;0.0000000000000000e+00;-2.0398026704788208e-01;2.5534934997558594e+00;0.0000000000000000e+00;
1.0700004577636719e+01;-2.5479140281677246e+00;-2.3873440921306610e-01;0.0000000000000000e+00;2.3873452842235565e-01;-2.5479140281677246e+00;0.0000000000000000e+00;2.5479137897491455e+00;2.3873440921306610e-01;0.0000000000000000e+00;-2.3873472213745117e-01;2.5479140281677246e+00;0.0000000000000000e+00;
1.0800004959106445e+01;-2.5414795875549316e+00;-2.7340877056121826e-01;0.0000000000000000e+00;2.7340888977050781e-01;-2.5414795875549316e+00;0.0000000000000000e+00;2.5414793491363525e+00;2.7340877056121826e-01;0.0000000000000000e+00;-2.7340906858444214e-01;2.5414795875549316e+00;0.0000000000000000e+00;
1.0900005340576172e+01;-2.5341892242431641e+00;-3.0799108743667603e-01;0.0000000000000000e+00;3.0799120664596558e-01;-2.5341892242431641e+00;0.0000000000000000e+00;2.5341889858245850e+00;3.0799108743667603e-01;0.0000000000000000e+00;-3.0799138545989990e-01;2.5341892242431641e+00;0.0000000000000000e+00;
1.1000005722045898e+01;-2.5260422229766846e+00;-3.4246927499771118e-01;0.0000000000000000e+00;3.4246939420700073e-01;-2.5260422229766846e+00;0.0000000000000000e+00;2.5260419845581055e+00;3.4246927499771118e-01;0.0000000000000000e+00;-3.4246960282325745e-01;2.5260422229766846e+00;0.0000000000000000e+00;
1.1100006103515625e+01;-2.5170376300811768e+00;-3.7683120369911194e-01;0.0000000000000000e+00;3.7683132290840149e-01;-2.5170376300811768e+00;0.0000000000000000e+00;2.5170373916625977e+00;3.7683120369911194e-01;0.0000000000000000e+00;-3.7683156132698059e-01;2.5170376300811768e+00;0.0000000000000000e+00;
1.1200006484985352e+01;-2.5071744918823242e+00;-4.1106462478637695e-01;0.0000000000000000e+00;4.1106474399566650e-01;-2.5071744918823242e+00;0.0000000000000000e+00;2.5071742534637451e+00;4.1106462478637695e-01;0.0000000000000000e+00;-4.1106498241424561e-01;2.5071744918823242e+00;0.0000000000000000e+00;
1.1300006866455078e+01;-2.4964516162872314e+00;-4.4515708088874817e-01;0.0000000000000000e+00;4.4515720009803772e-01;-2.4964516162872314e+00;0.0000000000000000e+00;2.4964513778686523e+00;4.4515708088874817e-01;0.0000000000000000e+00;-4.4515743851661682e-01;2.4964516162872314e+00;0.0000000000000000e+00;
1.1400007247924805e+01;-2.4848675727844238e+00;-4.7909602522850037e-01;0.0000000000000000e+00;4.7909614443778992e-01;-2.4848675727844238e+00;0.0000000000000000e+00;2.4848673343658447e+00;4.7909602522850037e-01;0.0000000000000000e+00;-4.7909638285636902e-01;2.4848675727844238e+00;0.0000000000000000e+00;
1.1500007629394531e+01;-2.4724214076995850e+00;-5.1286876201629639e-01;0.0000000000000000e+00;5.1286888122558594e-01;-2.4724214076995850e+00;0.0000000000000000e+00;2.4724211692810059e+00;5.1286876201629639e-01;0.0000000000000000e+00;-5.1286911964416504e-01;2.4724214076995850e+00;0.0000000000000000e+00;
1.1600008010864258e+01;-2.4591114521026611e+00;-5.4646235704421997e-01;0.0000000000000000e+00;5.4646247625350952e-01;-2.4591114521026611e+00;0.0000000000000000e+00;2.4591112136840820e+00;5.4646235704421997e-01;0.0000000000000000e+00;-5.4646271467208862e-01;2.4591114521026611e+00;0.0000000000000000e+00;
1.1700008392333984e+01;-2.4449365139007568e+00;-5.7986372709274292e-01;0.0000000000000000e+00;5.7986384630203247e-01;-2.4449365139007568e+00;0.0000000000000000e+00;2.4449362754821777e+00;5.7986372709274292e-01;0.0000000000000000e+00;-5.7986408472061157e-01;2.4449365139007568e+00;0.0000000000000000e+00;
1.1800008773803711e+01;-2.4298949241638184e+00;-6.1305958032608032e-01;0.0000000000000000e+00;6.1305969953536987e-01;-2.4298949241638184e+00;0.0000000000000000e+00;2.4298946857452393e+00;6.1305958032608032e-01;0.0000000000000000e+00;-6.1305993795394897e-01;2.4298949241638184e+00;0.0000000000000000e+00;
1.1900009155273438e+01;-2.4139850139617920e+00;-6.4603638648986816e-01;0.0000000000000000e+00;6.4603650569915771e-01;-2.4139850139617920e+00;0.0000000000000000e+00;2.4139847755432129e+00;6.4603638648986816e-01;0.0000000000000000e+00;-6.4603674411773682e-01;2.4139850139617920e+00;0.0000000000000000e+00;
1.2000009536743164e+01;-2.3972051143646240e+00;-6.7878037691116333e-01;0.0000000000000000e+00;6.7878049612045288e-01;-2.3972051143646240e+00;0.0000000000000000e+00;2.3972048759460449e+00;6.7878037691116333e-01;0.0000000000000000e+00;-6.7878073453903198e-01;2.3972051143646240e+00;0.0000000000000000e+00;
1.2100009918212891e+01;-2.3795535564422607e+00;-7.1127754449844360e-01;0.0000000000000000e+00;7.1127766370773315e-01;-2.3795535564422607e+00;0.0000000000000000e+00;2.3795533180236816e+00;7.1127754449844360e-01;0.0000000000000000e+00;-7.1127790212631226e-01;2.3795535564422607e+00;0.0000000000000000e+00;
1.2200010299682617e+01;-2.3610284328460693e+00;-7.4351364374160767e-01;0.0000000000000000e+00;7.4351376295089722e-01;-2.3610284328460693e+00;0.0000000000000000e+00;2.3610281944274902e+00;7.4351364374160767e-01;0.0000000000000000e+00;-7.4351400136947632e-01;2.3610284328460693e+00;0.0000000000000000e+00;
1.2300010681152344e+01;-2.3416278362274170e+00;-7.7547407150268555e-01;0.0000000000000000e+00;7.7547419071197510e-01;-2.3416278362274170e+00;0.0000000000000000e+00;2.3416275978088379e+00;7.7547407150268555e-01;0.0000000000000000e+00;-7.7547442913055420e-01;2.3416278362274170e+00;0.0000000000000000e+00;
1.2400011062622070e+01;-2.3213496208190918e+00;-8.0714398622512817e-01;0.0000000000000000e+00;8.0714410543441772e-01;-2.3213496208190918e+00;0.0000000000000000e+00;2.3213493824005127e+00;8.0714398622512817e-01;0.0000000000000000e+00;-8.0714434385299683e-01;2.3213496208190918e+00;0.0000000000000000e+00;
1.2500011444091797e+01;-2.3001921176910400e+00;-8.3850812911987305e-01;0.0000000000000000e+00;8.3850824832916260e-01;-2.3001921176910400e+00;0.0000000000000000e+00;2.3001918792724609e+00;8.3850812911987305e-01;0.0000000000000000e+00;-8.3850848674774170e-01;2.3001921176910400e+00;0.0000000000000000e+00;
1.2600011825561523e+01;-2.2781531810760498e+00;-8.6955100297927856e-01;0.0000000000000000e+00;8.6955112218856812e-01;-2.2781531810760498e+00;0.0000000000000000e+00;2.2781529426574707e+00;8.6955100297927856e-01;0.0000000000000000e+00;-8.6955136060714722e-01;2.2781531810760498e+00;0.0000000000000000e+00;
1.2700012207031250e+01;-2.2552304267883301e+00;-9.0025663375854492e-01;0.0000000000000000e+00;9.0025675296783447e-01;-2.2552304267883301e+00;0.0000000000000000e+00;2.2552301883697510e+00;9.0025663375854492e-01;0.0000000000000000e+00;-9.0025699138641357e-01;2.2552304267883301e+00;0.0000000000000000e+00;
1.2800012588500977e+01;-2.2314219474792480e+00;-9.3060874938964844e-01;0.0000000000000000e+00;9.3060886859893799e-01;-2.2314219474792480e+00;0.0000000000000000e+00;2.2314217090606689e+00;9.3060874938964844e-01;0.0000000000000000e+00;-9.3060910701751709e-01;2.2314219474792480e+00;0.0000000000000000e+00;
1.2900012969970703e+01;-2.2067255973815918e+00;-9.6059054136276245e-01;0.0000000000000000e+00;9.6059066057205200e-01;-2.2067255973815918e+00;0.0000000000000000e+00;2.2067253589630127e+00;9.6059054136276245e-01;0.0000000000000000e+00;-9.6059089899063110e-01;2.2067255973815918e+00;0.0000000000000000e+00;
1.3000013351440430e+01;-2.1811389923095703e+00;-9.9018490314483643e-01;0.0000000000000000e+00;9.9018502235412598e-01;-2.1811389923095703e+00;0.0000000000000000e+00;2.1811387538909912e+00;9.9018490314483643e-01;0.0000000000000000e+00;-9.9018526077270508e-01;2.1811389923095703e+00;0.0000000000000000e+00;
1.3100013732910156e+01;-2.1546597480773926e+00;-1.0193741321563721e+00;0.0000000000000000e+00;1.0193742513656616e+00;-2.1546597480773926e+00;0.0000000000000000e+00;2.1546595096588135e+00;1.0193741321563721e+00;0.0000000000000000e+00;-1.0193744897842407e+00;2.1546597480773926e+00;0.0000000000000000e+00;
1.3200014114379883e+01;-2.1272859573364258e+00;-1.0481401681900024e+00;0.0000000000000000e+00;1.0481402873992920e+00;-2.1272859573364258e+00;0.0000000000000000e+00;2.1272857189178467e+00;1.0481401681900024e+00;0.0000000000000000e+00;-1.0481405258178711e+00;2.1272859573364258e+00;0.0000000000000000e+00;
1.3300014495849609e+01;-2.0990149974822998e+00;-1.0764642953872681e+00;0.0000000000000000e+00;1.0764644145965576e+00;-2.0990149974822998e+00;0.0000000000000000e+00;2.0990147590637207e+00;1.0764642953872681e+00;0.0000000000000000e+00;-1.0764646530151367e+00;2.0990149974822998e+00;0.0000000000000000e+00;
