time;r_1_1;r_1_2;r_1_3;r_2_1;r_2_2;r_2_3;r_3_1;r_3_2;r_3_3;r_4_1;r_4_2;r_4_3
1.3400014877319336e+01;-2.0698447227478027e+00;-1.1043273210525513e+00;0.0000000000000000e+00;1.1043274402618408e+00;-2.0698447227478027e+00;0.0000000000000000e+00;2.0698444843292236e+00;1.1043273210525513e+00;0.0000000000000000e+00;-1.1043276786804199e+00;2.0698447227478027e+00;0.0000000000000000e+00;
1.3500015258789062e+01;-2.0397729873657227e+00;-1.1317094564437866e+00;0.0000000000000000e+00;1.1317095756530762e+00;-2.0397729873657227e+00;0.0000000000000000e+00;2.0397727489471436e+00;1.1317094564437866e+00;0.0000000000000000e+00;-1.1317098140716553e+00;2.0397729873657227e+00;0.0000000000000000e+00;
1.3600015640258789e+01;-2.0087976455688477e+00;-1.1585901975631714e+00;0.0000000000000000e+00;1.1585903167724609e+00;-2.0087976455688477e+00;0.0000000000000000e+00;2.0087974071502686e+00;1.1585901975631714e+00;0.0000000000000000e+00;-1.1585905551910400e+00;2.0087976455688477e+00;0.0000000000000000e+00;
1.3700016021728516e+01;-1.9769163131713867e+00;-1.1849485635757446e+00;0.0000000000000000e+00;1.1849486827850342e+00;-1.9769163131713867e+00;0.0000000000000000e+00;1.9769160747528076e+00;1.1849485635757446e+00;0.0000000000000000e+00;-1.1849489212036133e+00;1.9769163131713867e+00;0.0000000000000000e+00;
1.3800016403198242e+01;-1.9441269636154175e+00;-1.2107627391815186e+00;0.0000000000000000e+00;1.2107628583908081e+00;-1.9441269636154175e+00;0.0000000000000000e+00;1.9441267251968384e+00;1.2107627391815186e+00;0.0000000000000000e+00;-1.2107630968093872e+00;1.9441269636154175e+00;0.0000000000000000e+00;
1.3900016784667969e+01;-1.9104275703430176e+00;-1.2360101938247681e+00;0.0000000000000000e+00;1.2360103130340576e+00;-1.9104275703430176e+00;0.0000000000000000e+00;1.9104273319244385e+00;1.2360101938247681e+00;0.0000000000000000e+00;-1.2360105514526367e+00;1.9104275703430176e+00;0.0000000000000000e+00;
1.4000017166137695e+01;-1.8758161067962646e+00;-1.2606678009033203e+00;0.0000000000000000e+00;1.2606679201126099e+00;-1.8758161067962646e+00;0.0000000000000000e+00;1.8758158683776855e+00;1.2606678009033203e+00;0.0000000000000000e+00;-1.2606681585311890e+00;1.8758161067962646e+00;0.0000000000000000e+00;
1.4100017547607422e+01;-1.8402909040451050e+00;-1.2847113609313965e+00;0.0000000000000000e+00;1.2847114801406860e+00;-1.8402909040451050e+00;0.0000000000000000e+00;1.8402906656265259e+00;1.2847113609313965e+00;0.0000000000000000e+00;-1.2847117185592651e+00;1.8402909040451050e+00;0.0000000000000000e+00;
1.4200017929077148e+01;-1.8038501739501953e+00;-1.3081159591674805e+00;0.0000000000000000e+00;1.3081160783767700e+00;-1.8038501739501953e+00;0.0000000000000000e+00;1.8038499355316162e+00;1.3081159591674805e+00;0.0000000000000000e+00;-1.3081163167953491e+00;1.8038501739501953e+00;0.0000000000000000e+00;
1.4300018310546875e+01;-1.7664924860000610e+00;-1.3308557271957397e+00;0.0000000000000000e+00;1.3308558464050293e+00;-1.7664924860000610e+00;0.0000000000000000e+00;1.7664922475814819e+00;1.3308557271957397e+00;0.0000000000000000e+00;-1.3308560848236084e+00;1.7664924860000610e+00;0.0000000000000000e+00;
1.4400018692016602e+01;-1.7282165288925171e+00;-1.3529038429260254e+00;0.0000000000000000e+00;1.3529039621353149e+00;-1.7282165288925171e+00;0.0000000000000000e+00;1.7282162904739380e+00;1.3529038429260254e+00;0.0000000000000000e+00;-1.3529042005538940e+00;1.7282165288925171e+00;0.0000000000000000e+00;
1.4500019073486328e+01;-1.6890213489532471e+00;-1.3742324113845825e+00;0.0000000000000000e+00;1.3742325305938721e+00;-1.6890213489532471e+00;0.0000000000000000e+00;1.6890211105346680e+00;1.3742324113845825e+00;0.0000000000000000e+00;-1.3742327690124512e+00;1.6890213489532471e+00;0.0000000000000000e+00;
1.4600019454956055e+01;-1.6489061117172241e+00;-1.3948125839233398e+00;0.0000000000000000e+00;1.3948127031326294e+00;-1.6489061117172241e+00;0.0000000000000000e+00;1.6489058732986450e+00;1.3948125839233398e+00;0.0000000000000000e+00;-1.3948129415512085e+00;1.6489061117172241e+00;0.0000000000000000e+00;
1.4700019836425781e+01;-1.6078703403472900e+00;-1.4146142005920410e+00;0.0000000000000000e+00;1.4146143198013306e+00;-1.6078703403472900e+00;0.0000000000000000e+00;1.6078701019287109e+00;1.4146142005920410e+00;0.0000000000000000e+00;-1.4146145582199097e+00;1.6078703403472900e+00;0.0000000000000000e+00;
1.4800020217895508e+01;-1.5659139156341553e+00;-1.4336060285568237e+00;0.0000000000000000e+00;1.4336061477661133e+00;-1.5659139156341553e+00;0.0000000000000000e+00;1.5659136772155762e+00;1.4336060285568237e+00;0.0000000000000000e+00;-1.4336063861846924e+00;1.5659139156341553e+00;0.0000000000000000e+00;
1.4900020599365234e+01;-1.5230371952056885e+00;-1.4517555236816406e+00;0.0000000000000000e+00;1.4517556428909302e+00;-1.5230371952056885e+00;0.0000000000000000e+00;1.5230369567871094e+00;1.4517555236816406e+00;0.0000000000000000e+00;-1.4517558813095093e+00;1.5230371952056885e+00;0.0000000000000000e+00;
1.5000020980834961e+01;-1.4792408943176270e+00;-1.4690288305282593e+00;0.0000000000000000e+00;1.4690289497375488e+00;-1.4792408943176270e+00;0.0000000000000000e+00;1.4792406558990479e+00;1.4690288305282593e+00;0.0000000000000000e+00;-1.4690291881561279e+00;1.4792408943176270e+00;0.0000000000000000e+00;
1.5100021362304688e+01;-1.4345264434814453e+00;-1.4853905439376831e+00;0.0000000000000000e+00;1.4853906631469727e+00;-1.4345264434814453e+00;0.0000000000000000e+00;1.4345262050628662e+00;1.4853905439376831e+00;0.0000000000000000e+00;-1.4853909015655518e+00;1.4345264434814453e+00;0.0000000000000000e+00;
1.5200021743774414e+01;-1.3888957500457764e+00;-1.5008038282394409e+00;0.0000000000000000e+00;1.5008039474487305e+00;-1.3888957500457764e+00;0.0000000000000000e+00;1.3888955116271973e+00;1.5008038282394409e+00;0.0000000000000000e+00;-1.5008041858673096e+00;1.3888957500457764e+00;0.0000000000000000e+00;
1.5300022125244141e+01;-1.3423515558242798e+00;-1.5152302980422974e+00;0.0000000000000000e+00;1.5152304172515869e+00;-1.3423515558242798e+00;0.0000000000000000e+00;1.3423513174057007e+00;1.5152302980422974e+00;0.0000000000000000e+00;-1.5152306556701660e+00;1.3423515558242798e+00;0.0000000000000000e+00;
1.5400022506713867e+01;-1.2948971986770630e+00;-1.5286297798156738e+00;0.0000000000000000e+00;1.5286298990249634e+00;-1.2948971986770630e+00;0.0000000000000000e+00;1.2948969602584839e+00;1.5286297798156738e+00;0.0000000000000000e+00;-1.5286301374435425e+00;1.2948971986770630e+00;0.0000000000000000e+00;
1.5500022888183594e+01;-1.2465370893478394e+00;-1.5409603118896484e+00;0.0000000000000000e+00;1.5409604310989380e+00;-1.2465370893478394e+00;0.0000000000000000e+00;1.2465368509292603e+00;1.5409603118896484e+00;0.0000000000000000e+00;-1.5409606695175171e+00;1.2465370893478394e+00;0.0000000000000000e+00;
1.5600023269653320e+01;-1.1972765922546387e+00;-1.5521781444549561e+00;0.0000000000000000e+00;1.5521782636642456e+00;-1.1972765922546387e+00;0.0000000000000000e+00;1.1972763538360596e+00;1.5521781444549561e+00;0.0000000000000000e+00;-1.5521785020828247e+00;1.1972765922546387e+00;0.0000000000000000e+00;
1.5700023651123047e+01;-1.1471221446990967e+00;-1.5622375011444092e+00;0.0000000000000000e+00;1.5622376203536987e+00;-1.1471221446990967e+00;0.0000000000000000e+00;1.1471219062805176e+00;1.5622375011444092e+00;0.0000000000000000e+00;-1.5622378587722778e+00;1.1471221446990967e+00;0.0000000000000000e+00;
1.5800024032592773e+01;-1.0960814952850342e+00;-1.5710905790328979e+00;0.0000000000000000e+00;1.5710906982421875e+00;-1.0960814952850342e+00;0.0000000000000000e+00;1.0960812568664551e+00;1.5710905790328979e+00;0.0000000000000000e+00;-1.5710909366607666e+00;1.0960814952850342e+00;0.0000000000000000e+00;
1.5900024414062500e+01;-1.0441639423370361e+00;-1.5786871910095215e+00;0.0000000000000000e+00;1.5786873102188110e+00;-1.0441639423370361e+00;0.0000000000000000e+00;1.0441637039184570e+00;1.5786871910095215e+00;0.0000000000000000e+00;-1.5786875486373901e+00;1.0441639423370361e+00;0.0000000000000000e+00;
1.6000024795532227e+01;-9.9138021469116211e-01;-1.5849748849868774e+00;0.0000000000000000e+00;1.5849750041961670e+00;-9.9138021469116211e-01;0.0000000000000000e+00;9.9137997627258301e-01;1.5849748849868774e+00;0.0000000000000000e+00;-1.5849752426147461e+00;9.9138021469116211e-01;0.0000000000000000e+00;
1.6100025177001953e+01;-9.3774300813674927e-01;-1.5898988246917725e+00;0.0000000000000000e+00;1.5898989439010620e+00;-9.3774300813674927e-01;0.0000000000000000e+00;9.3774276971817017e-01;1.5898988246917725e+00;0.0000000000000000e+00;-1.5898991823196411e+00;9.3774300813674927e-01;0.0000000000000000e+00;
1.6200025558471680e+01;-8.8326704502105713e-01;-1.5934014320373535e+00;0.0000000000000000e+00;1.5934015512466431e+00;-8.8326704502105713e-01;0.0000000000000000e+00;8.8326680660247803e-01;1.5934014320373535e+00;0.0000000000000000e+00;-1.5934017896652222e+00;8.8326704502105713e-01;0.0000000000000000e+00;
1.6300025939941406e+01;-8.2796943187713623e-01;-1.5954226255416870e+00;0.0000000000000000e+00;1.5954227447509766e+00;-8.2796937227249146e-01;0.0000000000000000e+00;8.2796919345855713e-01;1.5954226255416870e+00;0.0000000000000000e+00;-1.5954229831695557e+00;8.2796937227249146e-01;0.0000000000000000e+00;
1.6400026321411133e+01;-7.7186977863311768e-01;-1.5958994626998901e+00;0.0000000000000000e+00;1.5958995819091797e+00;-7.7186971902847290e-01;0.0000000000000000e+00;7.7186954021453857e-01;1.5958994626998901e+00;0.0000000000000000e+00;-1.5958998203277588e+00;7.7186971902847290e-01;0.0000000000000000e+00;
1.6500026702880859e+01;-7.1499067544937134e-01;-1.5947659015655518e+00;0.0000000000000000e+00;1.5947660207748413e+00;-7.1499061584472656e-01;0.0000000000000000e+00;7.1499043703079224e-01;1.5947659015655518e+00;0.0000000000000000e+00;-1.5947662591934204e+00;7.1499061584472656e-01;0.0000000000000000e+00;
1.6600027084350586e+01;-6.5735799074172974e-01;-1.5919529199600220e+00;0.0000000000000000e+00;1.5919530391693115e+00;-6.5735793113708496e-01;0.0000000000000000e+00;6.5735775232315063e-01;1.5919529199600220e+00;0.0000000000000000e+00;-1.5919532775878906e+00;6.5735793113708496e-01;0.0000000000000000e+00;
1.6700027465820312e+01;-5.9900134801864624e-01;-1.5873882770538330e+00;0.0000000000000000e+00;1.5873883962631226e+00;-5.9900128841400146e-01;0.0000000000000000e+00;5.9900110960006714e-01;1.5873882770538330e+00;0.0000000000000000e+00;-1.5873886346817017e+00;5.9900128841400146e-01;0.0000000000000000e+00;
1.6800027847290039e+01;-5.3995454311370850e-01;-1.5809965133666992e+00;0.0000000000000000e+00;1.5809966325759888e+00;-5.3995448350906372e-01;0.0000000000000000e+00;5.3995430469512939e-01;1.5809965133666992e+00;0.0000000000000000e+00;-1.5809968709945679e+00;5.3995448350906372e-01;0.0000000000000000e+00;
1.6900028228759766e+01;-4.8025602102279663e-01;-1.5726987123489380e+00;0.0000000000000000e+00;1.5726988315582275e+00;-4.8025593161582947e-01;0.0000000000000000e+00;4.8025578260421753e-01;1.5726987123489380e+00;0.0000000000000000e+00;-1.5726990699768066e+00;4.8025593161582947e-01;0.0000000000000000e+00;
1.7000028610229492e+01;-4.1994950175285339e-01;-1.5624126195907593e+00;0.0000000000000000e+00;1.5624127388000488e+00;-4.1994938254356384e-01;0.0000000000000000e+00;4.1994926333427429e-01;1.5624126195907593e+00;0.0000000000000000e+00;-1.5624129772186279e+00;4.1994938254356384e-01;0.0000000000000000e+00;
1.7100028991699219e+01;-3.5908460617065430e-01;-1.5500524044036865e+00;0.0000000000000000e+00;1.5500525236129761e+00;-3.5908445715904236e-01;0.0000000000000000e+00;3.5908436775207520e-01;1.5500524044036865e+00;0.0000000000000000e+00;-1.5500527620315552e+00;3.5908445715904236e-01;0.0000000000000000e+00;
1.7200029373168945e+01;-2.9771760106086731e-01;-1.5355290174484253e+00;0.0000000000000000e+00;1.5355291366577148e+00;-2.9771742224693298e-01;0.0000000000000000e+00;2.9771736264228821e-01;1.5355290174484253e+00;0.0000000000000000e+00;-1.5355293750762939e+00;2.9771742224693298e-01;0.0000000000000000e+00;
1.7300029754638672e+01;-2.3591215908527374e-01;-1.5187498331069946e+00;0.0000000000000000e+00;1.5187499523162842e+00;-2.3591196537017822e-01;0.0000000000000000e+00;2.3591192066669464e-01;1.5187498331069946e+00;0.0000000000000000e+00;-1.5187501907348633e+00;2.3591196537017822e-01;0.0000000000000000e+00;
1.7400030136108398e+01;-1.7374029755592346e-01;-1.4996191263198853e+00;0.0000000000000000e+00;1.4996192455291748e+00;-1.7374008893966675e-01;0.0000000000000000e+00;1.7374005913734436e-01;1.4996191263198853e+00;0.0000000000000000e+00;-1.4996194839477539e+00;1.7374008893966675e-01;0.0000000000000000e+00;
1.7500030517578125e+01;-1.1128329485654831e-01;-1.4780381917953491e+00;0.0000000000000000e+00;1.4780383110046387e+00;-1.1128307133913040e-01;0.0000000000000000e+00;1.1128305643796921e-01;1.4780381917953491e+00;0.0000000000000000e+00;-1.4780385494232178e+00;1.1128307133913040e-01;0.0000000000000000e+00;
1.7600030899047852e+01;-4.8632796853780746e-02;-1.4539057016372681e+00;0.0000000000000000e+00;1.4539058208465576e+00;-4.8632562160491943e-02;0.0000000000000000e+00;4.8632558435201645e-02;1.4539057016372681e+00;0.0000000000000000e+00;-1.4539060592651367e+00;4.8632562160491943e-02;0.0000000000000000e+00;
1.7700031280517578e+01;1.4108031056821346e-02;-1.4271183013916016e+00;0.0000000000000000e+00;1.4271184206008911e+00;1.4108276925981045e-02;0.0000000000000000e+00;-1.4108269475400448e-02;1.4271183013916016e+00;0.0000000000000000e+00;-1.4271186590194702e+00;-1.4108276925981045e-02;0.0000000000000000e+00;
1.7800031661987305e+01;7.6823256909847260e-02;-1.3975710868835449e+00;0.0000000000000000e+00;1.3975712060928345e+00;7.6823517680168152e-02;0.0000000000000000e+00;-7.6823495328426361e-02;1.3975710868835449e+00;0.0000000000000000e+00;-1.3975714445114136e+00;-7.6823517680168152e-02;0.0000000000000000e+00;
1.7900032043457031e+01;1.3938283920288086e-01;-1.3651586771011353e+00;0.0000000000000000e+00;1.3651587963104248e+00;1.3938310742378235e-01;0.0000000000000000e+00;-1.3938307762145996e-01;1.3651586771011353e+00;0.0000000000000000e+00;-1.3651590347290039e+00;-1.3938310742378235e-01;0.0000000000000000e+00;
1.8000032424926758e+01;2.0164121687412262e-01;-1.3297761678695679e+00;0.0000000000000000e+00;1.3297762870788574e+00;2.0164149999618530e-01;0.0000000000000000e+00;-2.0164145529270172e-01;1.3297761678695679e+00;0.0000000000000000e+00;-1.3297765254974365e+00;-2.0164149999618530e-01;0.0000000000000000e+00;
1.8100032806396484e+01;2.6343593001365662e-01;-1.2913209199905396e+00;0.0000000000000000e+00;1.2913210391998291e+00;2.6343619823455811e-01;0.0000000000000000e+00;-2.6343616843223572e-01;1.2913209199905396e+00;0.0000000000000000e+00;-1.2913212776184082e+00;-2.6343619823455811e-01;0.0000000000000000e+00;
1.8200033187866211e+01;3.2458609342575073e-01;-1.2496939897537231e+00;0.0000000000000000e+00;1.2496941089630127e+00;3.2458639144897461e-01;0.0000000000000000e+00;-3.2458633184432983e-01;1.2496939897537231e+00;0.0000000000000000e+00;-1.2496943473815918e+00;-3.2458639144897461e-01;0.0000000000000000e+00;
1.8300033569335938e+01;3.8489118218421936e-01;-1.2048026323318481e+00;0.0000000000000000e+00;1.2048027515411377e+00;3.8489148020744324e-01;0.0000000000000000e+00;-3.8489142060279846e-01;1.2048026323318481e+00;0.0000000000000000e+00;-1.2048029899597168e+00;-3.8489148020744324e-01;0.0000000000000000e+00;
1.8400033950805664e+01;4.4412967562675476e-01;-1.1565628051757812e+00;0.0000000000000000e+00;1.1565629243850708e+00;4.4412997364997864e-01;0.0000000000000000e+00;-4.4412991404533386e-01;1.1565628051757812e+00;0.0000000000000000e+00;-1.1565631628036499e+00;-4.4412997364997864e-01;0.0000000000000000e+00;
1.8500034332275391e+01;5.0205820798873901e-01;-1.1049027442932129e+00;0.0000000000000000e+00;1.1049028635025024e+00;5.0205850601196289e-01;0.0000000000000000e+00;-5.0205844640731812e-01;1.1049027442932129e+00;0.0000000000000000e+00;-1.1049031019210815e+00;-5.0205850601196289e-01;0.0000000000000000e+00;
1.8600034713745117e+01;5.5841094255447388e-01;-1.0497663021087646e+00;0.0000000000000000e+00;1.0497664213180542e+00;5.5841124057769775e-01;0.0000000000000000e+00;-5.5841118097305298e-01;1.0497663021087646e+00;0.0000000000000000e+00;-1.0497666597366333e+00;-5.5841124057769775e-01;0.0000000000000000e+00;
1.8700035095214844e+01;6.1289960145950317e-01;-9.9111759662628174e-01;0.0000000000000000e+00;9.9111771583557129e-01;6.1289995908737183e-01;0.0000000000000000e+00;-6.1289983987808228e-01;9.9111759662628174e-01;0.0000000000000000e+00;-9.9111795425415039e-01;-6.1289995908737183e-01;0.0000000000000000e+00;
1.8800035476684570e+01;6.6521424055099487e-01;-9.2894566059112549e-01;0.0000000000000000e+00;9.2894577980041504e-01;6.6521465778350830e-01;0.0000000000000000e+00;-6.6521447896957397e-01;9.2894566059112549e-01;0.0000000000000000e+00;-9.2894601821899414e-01;-6.6521465778350830e-01;0.0000000000000000e+00;
1.8900035858154297e+01;7.1502500772476196e-01;-8.6326968669891357e-01;0.0000000000000000e+00;8.6326980590820312e-01;7.1502542495727539e-01;0.0000000000000000e+00;-7.1502524614334106e-01;8.6326968669891357e-01;0.0000000000000000e+00;-8.6327004432678223e-01;-7.1502542495727539e-01;0.0000000000000000e+00;
1.9000036239624023e+01;7.6198488473892212e-01;-7.9414474964141846e-01;0.0000000000000000e+00;7.9414486885070801e-01;7.6198530197143555e-01;0.0000000000000000e+00;-7.6198512315750122e-01;7.9414474964141846e-01;0.0000000000000000e+00;-7.9414510726928711e-01;-7.6198530197143555e-01;0.0000000000000000e+00;
1.9100036621093750e+01;8.0573433637619019e-01;-7.2166705131530762e-01;0.0000000000000000e+00;7.2166717052459717e-01;8.0573475360870361e-01;0.0000000000000000e+00;-8.0573457479476929e-01;7.2166705131530762e-01;0.0000000000000000e+00;-7.2166740894317627e-01;-8.0573475360870361e-01;0.0000000000000000e+00;
1.9200037002563477e+01;8.4590697288513184e-01;-6.4597934484481812e-01;0.0000000000000000e+00;6.4597946405410767e-01;8.4590739011764526e-01;0.0000000000000000e+00;-8.4590721130371094e-01;6.4597934484481812e-01;0.0000000000000000e+00;-6.4597970247268677e-01;-8.4590739011764526e-01;0.0000000000000000e+00;
1.9300037384033203e+01;8.8213735818862915e-01;-5.6727504730224609e-01;0.0000000000000000e+00;5.6727516651153564e-01;8.8213777542114258e-01;0.0000000000000000e+00;-8.8213759660720825e-01;5.6727504730224609e-01;0.0000000000000000e+00;-5.6727540493011475e-01;-8.8213777542114258e-01;0.0000000000000000e+00;
1.9400037765502930e+01;9.1407001018524170e-01;-4.8580139875411987e-01;0.0000000000000000e+00;4.8580151796340942e-01;9.1407042741775513e-01;0.0000000000000000e+00;-9.1407024860382080e-01;4.8580139875411987e-01;0.0000000000000000e+00;-4.8580178618431091e-01;-9.1407042741775513e-01;0.0000000000000000e+00;
1.9500038146972656e+01;9.4136989116668701e-01;-4.0186050534248352e-01;0.0000000000000000e+00;4.0186062455177307e-01;9.4137030839920044e-01;0.0000000000000000e+00;-9.4137012958526611e-01;4.0186050534248352e-01;0.0000000000000000e+00;-4.0186089277267456e-01;-9.4137030839920044e-01;0.0000000000000000e+00;
1.9600038528442383e+01;9.6373373270034790e-01;-3.1580802798271179e-01;0.0000000000000000e+00;3.1580814719200134e-01;9.6373414993286133e-01;0.0000000000000000e+00;-9.6373397111892700e-01;3.1580802798271179e-01;0.0000000000000000e+00;-3.1580841541290283e-01;-9.6373414993286133e-01;0.0000000000000000e+00;
1.9700038909912109e+01;9.8090159893035889e-01;-2.2804908454418182e-01;0.0000000000000000e+00;2.2804920375347137e-01;9.8090201616287231e-01;0.0000000000000000e+00;-9.8090183734893799e-01;2.2804908454418182e-01;0.0000000000000000e+00;-2.2804948687553406e-01;-9.8090201616287231e-01;0.0000000000000000e+00;
1.9800039291381836e+01;9.9266755580902100e-01;-1.3903124630451202e-01;0.0000000000000000e+00;1.3903136551380157e-01;9.9266797304153442e-01;0.0000000000000000e+00;-9.9266779422760010e-01;1.3903124630451202e-01;0.0000000000000000e+00;-1.3903166353702545e-01;-9.9266797304153442e-01;0.0000000000000000e+00;
1.9900039672851562e+01;9.9888879060745239e-01;-4.9234658479690552e-02;0.0000000000000000e+00;4.9234792590141296e-02;9.9888920783996582e-01;0.0000000000000000e+00;-9.9888902902603149e-01;4.9234658479690552e-02;0.0000000000000000e+00;-4.9235094338655472e-02;-9.9888920783996582e-01;0.0000000000000000e+00;
2.0000040054321289e+01;9.9949240684509277e-01;4.0840085595846176e-02;0.0000000000000000e+00;-4.0839932858943939e-02;9.9949282407760620e-01;0.0000000000000000e+00;-9.9949264526367188e-01;-4.0840085595846176e-02;0.0000000000000000e+00;4.0839623659849167e-02;-9.9949282407760620e-01;0.0000000000000000e+00;
